source_id,sample_id,clock_domain,time_s,sensor_id,sensor_kind,x,y,z,channel,value,uncertainty,track_id,frame,centroid_x,centroid_y,centroid_z,area,sequence_id,parent_track_id,start_frame,end_frame,license,citation_key,dataset_name,doi
ctc_sample_v21,t004_f000,ctc_sequence_01,0.000000,track_004,ctc_centroid,48.0000,49.4000,0.0,cell_centroid_position,1.0,0.05,4,0,48.0000,49.4000,0.0,57,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t004_f001,ctc_sequence_01,1.000000,track_004,ctc_centroid,48.9000,50.4200,0.0,cell_centroid_position,1.0,0.05,4,1,48.9000,50.4200,0.0,58,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t004_f002,ctc_sequence_01,2.000000,track_004,ctc_centroid,49.8000,51.4400,0.0,cell_centroid_position,1.0,0.05,4,2,49.8000,51.4400,0.0,59,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t004_f003,ctc_sequence_01,3.000000,track_004,ctc_centroid,50.7000,50.6600,0.0,cell_centroid_position,1.0,0.05,4,3,50.7000,50.6600,0.0,60,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t004_f004,ctc_sequence_01,4.000000,track_004,ctc_centroid,51.6000,51.6800,0.0,cell_centroid_position,1.0,0.05,4,4,51.6000,51.6800,0.0,57,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t004_f005,ctc_sequence_01,5.000000,track_004,ctc_centroid,52.5000,52.7000,0.0,cell_centroid_position,1.0,0.05,4,5,52.5000,52.7000,0.0,58,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t004_f006,ctc_sequence_01,6.000000,track_004,ctc_centroid,53.4000,51.9200,0.0,cell_centroid_position,1.0,0.05,4,6,53.4000,51.9200,0.0,59,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t004_f007,ctc_sequence_01,7.000000,track_004,ctc_centroid,54.3000,52.9400,0.0,cell_centroid_position,1.0,0.05,4,7,54.3000,52.9400,0.0,60,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f000,ctc_sequence_01,0.000000,track_005,ctc_centroid,55.0000,54.4000,0.0,cell_centroid_position,1.0,0.05,5,0,55.0000,54.4000,0.0,60,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f001,ctc_sequence_01,1.000000,track_005,ctc_centroid,55.9500,55.4500,0.0,cell_centroid_position,1.0,0.05,5,1,55.9500,55.4500,0.0,61,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f002,ctc_sequence_01,2.000000,track_005,ctc_centroid,56.9000,56.5000,0.0,cell_centroid_position,1.0,0.05,5,2,56.9000,56.5000,0.0,62,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f003,ctc_sequence_01,3.000000,track_005,ctc_centroid,57.8500,55.7500,0.0,cell_centroid_position,1.0,0.05,5,3,57.8500,55.7500,0.0,63,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f004,ctc_sequence_01,4.000000,track_005,ctc_centroid,58.8000,56.8000,0.0,cell_centroid_position,1.0,0.05,5,4,58.8000,56.8000,0.0,60,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f005,ctc_sequence_01,5.000000,track_005,ctc_centroid,59.7500,57.8500,0.0,cell_centroid_position,1.0,0.05,5,5,59.7500,57.8500,0.0,61,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f006,ctc_sequence_01,6.000000,track_005,ctc_centroid,60.7000,57.1000,0.0,cell_centroid_position,1.0,0.05,5,6,60.7000,57.1000,0.0,62,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t005_f007,ctc_sequence_01,7.000000,track_005,ctc_centroid,61.6500,58.1500,0.0,cell_centroid_position,1.0,0.05,5,7,61.6500,58.1500,0.0,63,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f000,ctc_sequence_01,0.000000,track_006,ctc_centroid,62.0000,59.4000,0.0,cell_centroid_position,1.0,0.05,6,0,62.0000,59.4000,0.0,63,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f001,ctc_sequence_01,1.000000,track_006,ctc_centroid,63.0000,60.4800,0.0,cell_centroid_position,1.0,0.05,6,1,63.0000,60.4800,0.0,64,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f002,ctc_sequence_01,2.000000,track_006,ctc_centroid,64.0000,61.5600,0.0,cell_centroid_position,1.0,0.05,6,2,64.0000,61.5600,0.0,65,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f003,ctc_sequence_01,3.000000,track_006,ctc_centroid,65.0000,60.8400,0.0,cell_centroid_position,1.0,0.05,6,3,65.0000,60.8400,0.0,66,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f004,ctc_sequence_01,4.000000,track_006,ctc_centroid,66.0000,61.9200,0.0,cell_centroid_position,1.0,0.05,6,4,66.0000,61.9200,0.0,63,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f005,ctc_sequence_01,5.000000,track_006,ctc_centroid,67.0000,63.0000,0.0,cell_centroid_position,1.0,0.05,6,5,67.0000,63.0000,0.0,64,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f006,ctc_sequence_01,6.000000,track_006,ctc_centroid,68.0000,62.2800,0.0,cell_centroid_position,1.0,0.05,6,6,68.0000,62.2800,0.0,65,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
ctc_sample_v21,t006_f007,ctc_sequence_01,7.000000,track_006,ctc_centroid,69.0000,63.3600,0.0,cell_centroid_position,1.0,0.05,6,7,69.0000,63.3600,0.0,66,01,0,0,7,demo_sample_not_real_ctc,none_demo,ctc_sample_v21,none_demo
