source_id,sample_id,clock_domain,time_s,sensor_id,sensor_kind,x,y,z,channel,value,uncertainty,track_id,frame,centroid_x,centroid_y,centroid_z,area,sequence_id,license,citation_key,dataset_name,doi,parent_track_id,start_frame,end_frame,source_zip_sha256
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t000_track32,ctc_frame,0.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,437.000000,646.500000,0.000000,cell_centroid_motion,1384.000000,0.000000,01_32,0,437.000000,646.500000,0.000000,1384,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t000_track33,ctc_frame,0.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,635.898204,684.908683,0.000000,cell_centroid_motion,2004.000000,0.000000,01_33,0,635.898204,684.908683,0.000000,2004,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t000_track34,ctc_frame,0.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,529.016393,759.519374,0.000000,cell_centroid_motion,1342.000000,0.000000,01_34,0,529.016393,759.519374,0.000000,1342,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track1,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,81.144142,202.791201,0.000000,cell_centroid_motion,4114.000000,0.000000,01_1,1,81.144142,202.791201,0.000000,4114,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track2,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,195.000000,104.000000,0.000000,cell_centroid_motion,2617.000000,0.000000,01_2,1,195.000000,104.000000,0.000000,2617,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track3,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,571.000000,41.000000,0.000000,cell_centroid_motion,1941.000000,0.000000,01_3,1,571.000000,41.000000,0.000000,1941,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track4,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,827.144723,184.333333,0.000000,cell_centroid_motion,1914.000000,0.000000,01_4,1,827.144723,184.333333,0.000000,1914,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track5,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,398.000000,311.000000,0.000000,cell_centroid_motion,1649.000000,0.000000,01_5,1,398.000000,311.000000,0.000000,1649,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track6,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,500.000000,332.000000,0.000000,cell_centroid_motion,1649.000000,0.000000,01_6,1,500.000000,332.000000,0.000000,1649,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track8,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,890.000000,704.000000,0.000000,cell_centroid_motion,1513.000000,0.000000,01_8,1,890.000000,704.000000,0.000000,1513,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,51,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track9,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,864.982243,761.540187,0.000000,cell_centroid_motion,2140.000000,0.000000,01_9,1,864.982243,761.540187,0.000000,2140,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,51,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track10,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,708.500000,816.000000,0.000000,cell_centroid_motion,1694.000000,0.000000,01_10,1,708.500000,816.000000,0.000000,1694,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,46,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track15,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,724.000000,920.000000,0.000000,cell_centroid_motion,1941.000000,0.000000,01_15,1,724.000000,920.000000,0.000000,1941,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track16,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,435.000000,452.000000,0.000000,cell_centroid_motion,1789.000000,0.000000,01_16,1,435.000000,452.000000,0.000000,1789,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,16,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track23,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,148.000000,417.000000,0.000000,cell_centroid_motion,2449.000000,0.000000,01_23,1,148.000000,417.000000,0.000000,2449,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,77,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track24,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,243.685875,467.768869,0.000000,cell_centroid_motion,3193.000000,0.000000,01_24,1,243.685875,467.768869,0.000000,3193,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track25,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,323.000000,531.000000,0.000000,cell_centroid_motion,1513.000000,0.000000,01_25,1,323.000000,531.000000,0.000000,1513,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track26,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,435.000000,542.000000,0.000000,cell_centroid_motion,1369.000000,0.000000,01_26,1,435.000000,542.000000,0.000000,1369,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track27,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,517.000000,538.000000,0.000000,cell_centroid_motion,1369.000000,0.000000,01_27,1,517.000000,538.000000,0.000000,1369,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track28,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,639.000000,584.000000,0.000000,cell_centroid_motion,1941.000000,0.000000,01_28,1,639.000000,584.000000,0.000000,1941,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track29,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,678.000000,501.000000,0.000000,cell_centroid_motion,1789.000000,0.000000,01_29,1,678.000000,501.000000,0.000000,1789,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track30,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,510.000000,608.000000,0.000000,cell_centroid_motion,1245.000000,0.000000,01_30,1,510.000000,608.000000,0.000000,1245,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track31,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,345.000000,595.000000,0.000000,cell_centroid_motion,1347.000000,0.000000,01_31,1,345.000000,595.000000,0.000000,1347,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track32,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,435.174676,652.152555,0.000000,cell_centroid_motion,1311.000000,0.000000,01_32,1,435.174676,652.152555,0.000000,1311,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track33,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,631.114080,686.569373,0.000000,cell_centroid_motion,1946.000000,0.000000,01_33,1,631.114080,686.569373,0.000000,1946,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t001_track34,ctc_frame,1.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,524.973171,761.419512,0.000000,cell_centroid_motion,1230.000000,0.000000,01_34,1,524.973171,761.419512,0.000000,1230,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t002_track1,ctc_frame,2.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,77.802726,201.345936,0.000000,cell_centroid_motion,3888.000000,0.000000,01_1,2,77.802726,201.345936,0.000000,3888,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t002_track2,ctc_frame,2.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,196.000000,102.500000,0.000000,cell_centroid_motion,2674.000000,0.000000,01_2,2,196.000000,102.500000,0.000000,2674,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t002_track3,ctc_frame,2.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,570.000000,40.000000,0.000000,cell_centroid_motion,1941.000000,0.000000,01_3,2,570.000000,40.000000,0.000000,1941,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
ctc_fluo_n2dh_gowt1_real_zip_v24,Fluo-N2DH-GOWT1_01_t002_track4,ctc_frame,2.000000,Fluo-N2DH-GOWT1_01,ctc_tracking_centroid,826.000000,183.000000,0.000000,cell_centroid_motion,1789.000000,0.000000,01_4,2,826.000000,183.000000,0.000000,1789,01,CC-BY-4.0,ctc_fluo_n2dh_gowt1_zenodo_15608211,Fluo-N2DH-GOWT1,10.5281/zenodo.15608211,0,0,91,1a7bd9a7d1d10c4122c7782427b437246fb69cc3322a975485c04e206f64fc2c
