clock_n,time_s,sensor_id,sensor_kind,x,y,z,force_x,force_y,force_z,optical_intensity,acoustic_pressure,phase,uncertainty
8,0.08,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,-0.733239375,0.028240815,-0.102029078,0.36325392206379437,0.268702732472945,3.099364479,0.025
8,0.08,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,-0.586665153,-0.355378274,-0.086899006,0.19219677023512144,0.05065818147149331,-2.601609234,0.031
9,0.09,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,0.687090356,0.138378463,-0.119556456,0.6967037330652601,-0.1902713155565314,0.189258198,0.029
9,0.09,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,0.397131013,0.440970188,-0.119747671,0.804085488909633,0.03685230666035183,0.821131356,0.035
9,0.09,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,0.044225683,0.432578828,-0.115166271,0.768654091968423,0.23583000480805394,1.462202707,0.04100000000000001
9,0.09,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,-0.176295276,0.322567640,-0.106052280,0.6299077842451433,0.3348897343556115,2.068727512,0.029
9,0.09,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,-0.405849212,0.224973359,-0.092812335,0.45392304141609174,0.2983002581518388,2.629163499,0.035
9,0.09,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,-0.635546883,-0.037093055,-0.075992453,0.29478249626106706,0.1392595453154282,-3.076048276,0.04100000000000001
9,0.09,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,-0.565399538,-0.431611162,-0.056251392,0.1837055385189012,-0.08486578854699192,-2.476023281,0.029
9,0.09,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,-0.183930932,-0.599636220,-0.034336864,0.14186010347212596,-0.29323284700915814,-1.863583406,0.035
