clock_n,time_s,sensor_id,sensor_kind,x,y,z,force_x,force_y,force_z,optical_intensity,acoustic_pressure,phase,uncertainty
1,0.01,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,-0.2120815927928022,0.6013283973773462,0.09474044876279406,0.680655335746837,0.45013278824975056,1.9098642095836855,0.04100000000000001
1,0.01,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,-0.3911836769180233,0.26141353710388054,0.10748384228160571,0.4671483017463373,0.43321335410699957,2.5524857816549518,0.029
1,0.01,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,-0.32895256158598984,-0.03169461241166028,0.11594219419352808,0.2751108232062735,0.2889637282478373,-3.0455390535015643,0.035
1,0.01,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,-0.2576982088622016,-0.23574438154676644,0.11977829669970577,0.1644158183154109,0.06941532256975991,-2.4006563168181536,0.04100000000000001
1,0.01,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,-0.13492041022124387,-0.49662819841508204,0.11883921649873896,0.1488081783862057,-0.1462398826414211,-1.8360667120870866,0.029
1,0.01,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,0.2036824630673858,-0.6523653812882011,0.11316239175480125,0.21501967729617416,-0.2802141999421526,-1.268165249596315,0.035
2,0.02,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,0.09907577578534718,0.5656482941433773,0.10225296263392356,0.8373940486533569,0.35572906193268966,1.3974008724805849,0.025
2,0.02,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,-0.2917933680091862,0.5972184344543645,0.11269192275828811,0.7002327610404834,0.44999561293804674,2.025272196546437,0.031
2,0.02,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,-0.5372150505007264,0.2743051099438441,0.11863821154220637,0.4577184112887371,0.40819346965383324,2.669496463896666,0.037000000000000005
2,0.02,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,-0.4385758211403714,-0.08613447098857843,0.11985476921646288,0.22404488342121373,0.24540083087927955,-2.947665012753081,0.025
2,0.02,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,-0.22560973353170144,-0.25914684797103554,0.11629309546565475,0.0995292777410775,0.020337646780696904,-2.2871211405433893,0.031
2,0.02,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,-0.05521682116072561,-0.3895330976153505,0.10809518298271527,0.11968910521894689,-0.18581489991754063,-1.7116094834388422,0.037000000000000005
2,0.02,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,0.22407155000199566,-0.5124940897759565,0.09558785666833038,0.25106940038288117,-0.29869676836897374,-1.1586227537601637,0.025
2,0.02,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,0.5831769353944669,-0.37723103620618287,0.07926974415350409,0.4273828062167014,-0.27759102112455925,-0.5741612907468443,0.031
3,0.03,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,-0.31258089553329643,0.49138922780530164,0.11990015343257712,0.6922744027494944,0.3657807412144948,2.1373497662825844,0.029
3,0.03,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,-0.6180747940009667,0.22977678837431892,0.11848246076408597,0.46707388123414567,0.29960118490723864,2.7856637004790348,0.035
3,0.03,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,-0.5650224698059747,-0.17071801674815765,0.11234124627795672,0.22062162983992556,0.12023333874154199,-2.848170263850923,0.04100000000000001
3,0.03,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,-0.2618590510783259,-0.3572435981530114,0.10172134081602838,0.06853194932342874,-0.10762410410105444,-2.2033274422997513,0.029
3,0.03,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,-0.011103598244976146,-0.35911691355520164,0.08704612649601834,0.08169432282472094,-0.30178206068990504,-1.6017056533259537,0.035
3,0.03,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,0.2115171525618693,-0.3673968227990434,0.06890065780254867,0.2459652684256215,-0.3922069863812691,-1.0484222329310715,0.04100000000000001
3,0.03,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,0.5208276283747323,-0.2622748074636097,0.04800833731109029,0.47590836904620415,-0.3462822520059207,-0.46650203850282124,0.029
3,0.03,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,0.6850432980354602,0.10155701373992244,0.025202075910107896,0.6696842730086557,-0.1805730913128882,0.14717708248740163,0.035
4,0.04,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,-0.5876055973892904,0.14191613347244114,0.10703143811440555,0.4517119464550706,0.20273048245869393,2.904614764764553,0.025
4,0.04,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,-0.6202148537187891,-0.26267585776700186,0.09411791101013038,0.23884971610536423,0.008955592285741706,-2.740972879918006,0.031
4,0.04,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,-0.3056145416533527,-0.5030871432500367,0.07745219980012448,0.08705711698985895,-0.21894181317211184,-2.116696467858021,0.037000000000000005
4,0.04,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,0.025106710543539763,-0.43428856861750514,0.05769871379863779,0.07780433802810208,-0.39875823631047425,-1.5130494773989382,0.025
4,0.04,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,0.2122676179310671,-0.29219984397683,0.035644962156819886,0.2304590257197442,-0.46563318045546576,-0.9425405067828622,0.031
4,0.04,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,0.4118927659105951,-0.15473547854801928,0.012170158357992223,0.4805622674275028,-0.39544458814104255,-0.35935734914921513,0.037000000000000005
4,0.04,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,0.5808049060976364,0.1545232205465257,-0.011789831249413041,0.711717596599961,-0.21350976286428805,0.2600266983109552,0.025
4,0.04,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,0.44028896740152,0.5417538396134813,-0.03527979748986816,0.8216484059149953,0.01454668265159935,0.8883530635753076,0.031
5,0.05,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,-0.5631735643345496,-0.3195018173423855,0.06692204608697004,0.23511912664222523,-0.009873026238585568,-2.6255463085548625,0.029
5,0.05,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,-0.2998494781809031,-0.6244811725417319,0.0457993190462798,0.1288481261672706,-0.2350556151226761,-2.018444508896966,0.035
5,0.05,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,0.0844327292267059,-0.5688567112157907,0.022850717683323297,0.12332476649748507,-0.3983569191160989,-1.4234467806346653,0.04100000000000001
5,0.05,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,0.2728655691137329,-0.30548752666549206,-0.0010088696840578342,0.24725934202787633,-0.44087351049159074,-0.8417433752348135,0.029
5,0.05,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,0.3415692327596822,-0.08784882095234375,-0.024828236600807917,0.4719782924969433,-0.3472694861911042,-0.2517359201808526,0.035
5,0.05,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,0.42666637714846267,0.16808636634002203,-0.047657780074315176,0.7070288399985786,-0.15130818885510433,0.3752823313089454,0.04100000000000001
5,0.05,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,0.3394317878854077,0.5331217206344664,-0.06858735824908124,0.841444084455045,0.0763263647161709,1.0038368254084806,0.029
5,0.05,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,-0.03397097592595966,0.7153468108045777,-0.08678257489038145,0.8078419506088703,0.25352548863584345,1.618249496268422,0.035
6,0.06,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,-0.23117662606202105,-0.6531828986280317,0.009780258211232294,0.15001013728449147,-0.17970387517012504,-1.9109619779108165,0.025
6,0.06,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,0.16864224647470943,-0.6726665903578265,-0.014175702707018137,0.19167264023591996,-0.32451610584884877,-1.3251523296586007,0.031
6,0.06,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,0.39805422234260823,-0.3627295763390197,-0.03756652309235642,0.31142173271216644,-0.3421604122278634,-0.7389995766765455,0.037000000000000005
6,0.06,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,0.37036436400055184,-0.052487089891380324,-0.05945968475002139,0.4927814390004504,-0.22627242304877523,-0.14077996897577608,0.025
6,0.06,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,0.31095537477811375,0.1674255446450114,-0.07898237641258864,0.686364726523934,-0.01865339542428494,0.4939115393896566,0.031
6,0.06,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,0.21451993474656375,0.44860523361744004,-0.09535628997088769,0.8129495744323716,0.20580766431546613,1.1247459198683958,0.037000000000000005
6,0.06,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,-0.10652587063264866,0.6680287963794151,-0.10792864916222132,0.8006930904828459,0.3661467620893409,1.7289279414445404,0.025
6,0.06,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,-0.49553552577791027,0.5351729572830658,-0.11619823370000486,0.6351182733059855,0.4045289496965678,2.317756940175429,0.031
7,0.07,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,0.2458980770195647,-0.6737966800863304,-0.04985071281254955,0.23863210549626573,-0.2770546125689303,-1.220870860814444,0.029
7,0.07,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,0.5378124086376341,-0.3944934506513409,-0.07054285240541798,0.39613788938862005,-0.2696133530327144,-0.6328669385185077,0.035
7,0.07,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,0.4893575250583772,-0.013560318504821364,-0.088422671083726,0.5579788368729776,-0.13284223028421271,-0.027703363202987306,0.04100000000000001
7,0.07,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,0.2867048681710473,0.20063286544439254,-0.10277735689980014,0.692496273270011,0.08392486949819196,0.6105842282865078,0.029
7,0.07,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,0.11932081914313003,0.35962295069092387,-0.11303463382898411,0.7671993584498904,0.3024991940912127,1.250431606576608,0.035
7,0.07,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,-0.14887457920797942,0.5318536344325678,-0.11878557660882047,0.7457466318255691,0.4440401181179755,1.8437275487155413,0.04100000000000001
7,0.07,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,-0.5372975408267706,0.47044255705778715,-0.1198009132988265,0.6096929411547916,0.45749326917006283,2.4224389132531368,0.029
7,0.07,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,-0.7100541448892544,0.10254756760923397,-0.11604016562925189,0.3892154283029271,0.3380060423305383,2.998162199644425,0.035
8,0.08,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,0.6178859133923426,-0.35800801803899124,-0.09679412982998886,0.4569941017127075,-0.2899212419069563,-0.5251406704007049,0.025
8,0.08,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,0.6239217515299718,0.0531358865361681,-0.10895607127396864,0.6407496667664114,-0.1339202481255298,0.08495933716765501,0.031
8,0.08,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,0.3388413095135148,0.29743532846636067,-0.11677427798702086,0.7406079575952688,0.0893746855801971,0.7204143532341907,0.037000000000000005
8,0.08,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,0.07103720660639187,0.3446737806197772,-0.11993706273927408,0.747267689493997,0.2994201914124448,1.3675424876531328,0.025
8,0.08,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,-0.16065068951409234,0.3910534856416053,-0.11831833528340044,0.6743568032127591,0.4204520227322233,1.9605911857984353,0.031
8,0.08,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,-0.4913518140098794,0.3471851831343503,-0.11198262917487571,0.538778782857935,0.4088135181749058,2.5264563213169944,0.037000000000000005
8,0.08,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,-0.7248253414510232,0.028139313644115965,-0.10118252902277,0.36325392206379437,0.268702732472945,3.1027899407699078,0.025
8,0.08,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,-0.5784136086821159,-0.3518137107763158,-0.0863486007384609,0.19219677023512144,0.05065818147149331,-2.595137084144218,0.031
9,0.09,vestibular_like_north,fixture_multimodal_probe,5.6,0.0,0.4,0.6844842848330025,0.13675226100187238,-0.11910237755039557,0.6967037330652601,-0.1902713155565314,0.19719242848354432,0.029
9,0.09,vestibular_like_east,fixture_multimodal_probe,0.0,5.6,0.2,0.40120386583636064,0.4374450707632407,-0.11963877315261234,0.804085488909633,0.03685230666035183,0.8285850909159079,0.035
9,0.09,vestibular_like_south,fixture_multimodal_probe,-5.6,0.0,-0.2,0.0448890171558501,0.4323906300244528,-0.1154055484112152,0.768654091968423,0.23583000480805394,1.467351012343177,0.04100000000000001
9,0.09,vestibular_like_west,fixture_multimodal_probe,0.0,-5.6,0.1,-0.17732673716128963,0.3249700223779454,-0.10657146863793056,0.6299077842451433,0.3348897343556115,2.070309902565067,0.029
9,0.09,shear_band_upper,fixture_multimodal_probe,3.4,3.4,1.1,-0.4024319149676018,0.22764676026863442,-0.09348872071576837,0.45392304141609174,0.2983002581518388,2.6267925503411664,0.035
9,0.09,shear_band_lower,fixture_multimodal_probe,-3.4,-3.4,-1.0,-0.6261590047832639,-0.037489371570729124,-0.07667887251938685,0.29478249626106706,0.1392595453154282,-3.081792072702208,0.04100000000000001
9,0.09,acoustic_pressure_probe,fixture_multimodal_probe,2.2,-4.1,0.0,-0.5610738398435033,-0.43353053799547997,-0.0568120796498322,0.1837055385189012,-0.08486578854699192,-2.483733644227108,0.029
9,0.09,optical_gradient_probe,fixture_multimodal_probe,-2.2,4.1,0.0,-0.18516444034052892,-0.597366802079834,-0.03468036844552334,0.14186010347212596,-0.29323284700915814,-1.871372569145759,0.035
