source_id,sample_id,clock_domain,time_s,sensor_id,sensor_kind,x,y,z,channel,value,uncertainty,track_id,frame,centroid_x,centroid_y,centroid_z,area,sequence_id,license,citation_key,dataset_name,doi,parent_track_id,start_frame,end_frame
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t003_track2,ctc_frame,3.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,185.000000,79.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,3,185.000000,79.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t003_track3,ctc_frame,3.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,272.000000,169.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,3,272.000000,169.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t003_track4,ctc_frame,3.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,374.000000,371.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,3,374.000000,371.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t003_track5,ctc_frame,3.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,256.000000,419.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,3,256.000000,419.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t003_track6,ctc_frame,3.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,519.000000,329.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_6,3,519.000000,329.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t004_track1,ctc_frame,4.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,70.000000,105.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,4,70.000000,105.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t004_track2,ctc_frame,4.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,187.000000,81.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,4,187.000000,81.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t004_track3,ctc_frame,4.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,272.000000,169.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,4,272.000000,169.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t004_track4,ctc_frame,4.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,366.000000,363.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,4,366.000000,363.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t004_track5,ctc_frame,4.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,258.000000,424.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,4,258.000000,424.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t004_track6,ctc_frame,4.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,520.000000,326.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_6,4,520.000000,326.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t005_track1,ctc_frame,5.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,70.000000,102.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,5,70.000000,102.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t005_track2,ctc_frame,5.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,186.000000,81.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,5,186.000000,81.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t005_track3,ctc_frame,5.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,269.000000,164.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,5,269.000000,164.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t005_track4,ctc_frame,5.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,363.000000,362.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,5,363.000000,362.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t005_track5,ctc_frame,5.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,255.000000,430.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,5,255.000000,430.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t005_track6,ctc_frame,5.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,521.000000,326.000000,0.000000,cell_centroid_motion,171.000000,0.000000,01_6,5,521.000000,326.000000,0.000000,171,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t006_track1,ctc_frame,6.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,70.000000,102.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,6,70.000000,102.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t006_track2,ctc_frame,6.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,186.000000,78.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,6,186.000000,78.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t006_track3,ctc_frame,6.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,269.000000,164.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,6,269.000000,164.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t006_track4,ctc_frame,6.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,355.000000,375.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,6,355.000000,375.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t006_track5,ctc_frame,6.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,255.000000,430.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,6,255.000000,430.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t006_track6,ctc_frame,6.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,524.000000,326.000000,0.000000,cell_centroid_motion,171.000000,0.000000,01_6,6,524.000000,326.000000,0.000000,171,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t007_track1,ctc_frame,7.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,69.000000,107.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,7,69.000000,107.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t007_track2,ctc_frame,7.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,186.000000,78.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,7,186.000000,78.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t007_track3,ctc_frame,7.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,269.000000,164.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,7,269.000000,164.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t007_track4,ctc_frame,7.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,356.000000,386.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,7,356.000000,386.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t007_track5,ctc_frame,7.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,253.000000,441.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,7,253.000000,441.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t007_track6,ctc_frame,7.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,529.500000,326.000000,0.000000,cell_centroid_motion,158.000000,0.000000,01_6,7,529.500000,326.000000,0.000000,158,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t008_track1,ctc_frame,8.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,69.000000,107.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,8,69.000000,107.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t008_track2,ctc_frame,8.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,187.000000,78.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,8,187.000000,78.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t008_track3,ctc_frame,8.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,269.000000,164.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,8,269.000000,164.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t008_track4,ctc_frame,8.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,356.000000,386.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,8,356.000000,386.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t008_track5,ctc_frame,8.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,246.000000,436.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,8,246.000000,436.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t008_track6,ctc_frame,8.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,534.370000,328.175000,0.000000,cell_centroid_motion,200.000000,0.000000,01_6,8,534.370000,328.175000,0.000000,200,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t009_track1,ctc_frame,9.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,69.000000,107.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,9,69.000000,107.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t009_track2,ctc_frame,9.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,187.000000,78.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,9,187.000000,78.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t009_track3,ctc_frame,9.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,269.000000,162.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,9,269.000000,162.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t009_track4,ctc_frame,9.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,354.000000,386.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,9,354.000000,386.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t009_track5,ctc_frame,9.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,246.000000,438.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,9,246.000000,438.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t009_track6,ctc_frame,9.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,536.380952,329.619048,0.000000,cell_centroid_motion,168.000000,0.000000,01_6,9,536.380952,329.619048,0.000000,168,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t009_track7,ctc_frame,9.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,61.000000,469.000000,0.000000,cell_centroid_motion,25.000000,0.000000,01_7,9,61.000000,469.000000,0.000000,25,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,9,22
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t010_track1,ctc_frame,10.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,69.000000,105.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,10,69.000000,105.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t010_track2,ctc_frame,10.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,187.000000,78.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,10,187.000000,78.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t010_track3,ctc_frame,10.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,269.000000,162.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,10,269.000000,162.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t010_track4,ctc_frame,10.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,354.000000,386.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,10,354.000000,386.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t010_track5,ctc_frame,10.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,246.000000,442.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,10,246.000000,442.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t010_track6,ctc_frame,10.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,559.000000,345.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_6,10,559.000000,345.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t010_track7,ctc_frame,10.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,59.000000,467.000000,0.000000,cell_centroid_motion,45.000000,0.000000,01_7,10,59.000000,467.000000,0.000000,45,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,9,22
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t011_track1,ctc_frame,11.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,65.000000,99.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,11,65.000000,99.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t011_track2,ctc_frame,11.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,187.000000,78.000000,0.000000,cell_centroid_motion,193.000000,0.000000,01_2,11,187.000000,78.000000,0.000000,193,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t011_track3,ctc_frame,11.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,269.000000,162.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_3,11,269.000000,162.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t011_track4,ctc_frame,11.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,354.000000,385.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_4,11,354.000000,385.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t011_track5,ctc_frame,11.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,239.000000,446.000000,0.000000,cell_centroid_motion,145.000000,0.000000,01_5,11,239.000000,446.000000,0.000000,145,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t011_track6,ctc_frame,11.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,554.620968,346.262097,0.000000,cell_centroid_motion,248.000000,0.000000,01_6,11,554.620968,346.262097,0.000000,248,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t011_track7,ctc_frame,11.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,62.000000,467.000000,0.000000,cell_centroid_motion,45.000000,0.000000,01_7,11,62.000000,467.000000,0.000000,45,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,9,22
ctc_phc-c2dh-u373_v1,PhC-C2DH-U373_01_t012_track1,ctc_frame,12.000000,PhC-C2DH-U373_01,ctc_tracking_centroid,65.000000,99.000000,0.000000,cell_centroid_motion,249.000000,0.000000,01_1,12,65.000000,99.000000,0.000000,249,01,CC-BY-4.0,ctc_phc_c2dh_u373,PhC-C2DH-U373,,0,0,114
